user_id,signup_date,country,channel_src,device_type,device_id_hash,kyc_score,risk_tier
2577,2024-01-17,VN,referral,android,6212616,0.819,low
2578,2024-01-28,SG,ads,ios,6039663,0.568,medium
2579,2024-02-28,SG,organic,android,2189317,0.569,high
2580,2024-02-04,ID,organic,android,8832683,0.565,medium
2581,2024-01-24,SG,ads,web,2693991,0.64,medium
2582,2024-01-28,PH,social,android,7119314,0.762,low
2583,2024-01-18,SG,organic,android,5290840,0.581,high
2584,2024-02-09,PH,organic,ios,7858165,0.686,medium
2585,2024-01-22,ID,ads,web,4913664,0.96,low
2586,2024-02-03,ID,social,android,6385811,0.993,low
2587,2024-01-23,SG,social,ios,7649352,0.983,low
2588,2024-01-20,VN,ads,android,1088959,0.481,medium
2589,2024-02-28,MY,organic,android,2909089,1.0,low
2590,2024-01-21,ID,ads,ios,5005828,0.764,medium
2591,2024-01-05,ID,referral,android,4226346,0.762,low
2592,2024-01-23,VN,organic,android,1322097,0.904,low
2593,2024-02-01,PH,ads,ios,6729676,0.856,low
2594,2024-01-06,PH,organic,web,1731725,0.47,medium
2595,2024-01-19,MY,social,web,7844483,0.658,low
2596,2024-01-10,PH,organic,ios,2581402,0.695,medium
2597,2024-01-31,SG,ads,android,6409574,0.55,medium
2598,2024-02-13,MY,social,web,9004402,0.9,low
2599,2024-02-28,ID,ads,android,4269190,0.966,low
2600,2024-01-24,ID,organic,web,2936087,0.748,high
2601,2024-02-21,VN,organic,ios,3061785,0.795,low
2602,2024-01-13,VN,ads,android,5065868,0.748,high
2603,2024-02-16,ID,ads,android,3645608,0.765,low
2604,2024-02-03,ID,ads,ios,8888305,0.918,medium
2605,2024-02-15,PH,ads,android,8570394,0.485,medium
2606,2024-02-15,VN,organic,ios,7103055,0.823,low
2607,2024-02-01,PH,referral,ios,4104940,0.752,low
2608,2024-01-16,SG,ads,ios,2193843,0.643,medium
2609,2024-02-01,SG,referral,ios,3083344,0.674,low
2610,2024-02-19,PH,organic,ios,5161053,1.0,low
2611,2024-02-28,PH,ads,android,8339969,0.551,high
2612,2024-02-25,MY,organic,ios,7938431,0.725,medium
2613,2024-01-11,MY,ads,ios,9803746,0.994,medium
2614,2024-02-05,ID,organic,ios,4994964,0.559,medium
2615,2024-01-07,ID,organic,android,5974450,0.682,low
2616,2024-02-10,PH,organic,ios,2956825,0.756,low
2617,2024-02-29,SG,social,android,2148458,0.812,low
2618,2024-01-04,MY,ads,ios,6791595,0.738,high
2619,2024-02-09,MY,social,ios,1623735,0.616,low
2620,2024-02-26,PH,ads,android,4667991,0.817,medium
2621,2024-02-20,SG,ads,android,9392300,0.735,medium
2622,2024-01-24,MY,ads,android,5623815,0.844,low
2623,2024-01-07,SG,referral,android,4928028,0.889,low
2624,2024-02-25,SG,organic,ios,2124774,0.527,medium
2625,2024-02-25,ID,social,ios,1829039,0.905,low
2626,2024-02-04,SG,referral,android,9145396,0.712,high
2627,2024-02-28,VN,organic,ios,9152881,0.874,low
2628,2024-01-01,VN,social,android,9289341,0.824,low
2629,2024-02-06,SG,social,android,9511698,1.0,low
2630,2024-01-03,PH,referral,ios,3729187,0.751,medium
2631,2024-02-26,ID,organic,ios,7812946,0.69,high
2632,2024-02-10,MY,referral,android,3633491,0.673,high
2633,2024-02-24,PH,ads,android,4259114,0.594,high
2634,2024-02-03,ID,social,web,2535416,0.871,low
2635,2024-01-05,SG,social,ios,1382069,0.585,medium
2636,2024-01-02,SG,organic,web,6272487,0.87,low
2637,2024-01-21,ID,ads,ios,1716079,0.716,low
2638,2024-02-14,VN,ads,ios,2791489,0.486,low
2639,2024-01-10,ID,social,android,2720179,0.973,low
2640,2024-02-21,ID,social,web,6530418,0.244,medium
2641,2024-01-15,SG,referral,android,5468918,0.738,medium
2642,2024-01-30,VN,social,android,9511608,0.785,low
2643,2024-01-13,SG,organic,android,6916882,0.404,low
2644,2024-01-28,MY,social,web,2627581,0.816,low
2645,2024-01-28,MY,ads,android,3272951,0.65,medium
2646,2024-01-01,SG,ads,android,3033145,0.713,medium
2647,2024-02-04,SG,organic,android,5103932,0.951,low
2648,2024-02-17,ID,organic,android,1820717,0.771,low
2649,2024-02-26,SG,organic,web,4835284,0.697,medium
2650,2024-01-20,MY,referral,android,3834305,0.724,low
2651,2024-02-22,PH,ads,ios,1939936,1.0,low
2652,2024-02-22,SG,referral,web,8934554,0.811,low
2653,2024-02-29,ID,ads,android,4098932,0.617,medium
2654,2024-01-23,SG,referral,android,1143566,0.677,low
2655,2024-02-21,SG,ads,android,7628433,0.571,high
2656,2024-02-03,PH,referral,ios,6726482,0.682,low
2657,2024-01-04,PH,organic,android,4157600,0.991,low
2658,2024-01-17,PH,organic,ios,4456221,0.725,medium
2659,2024-02-10,SG,ads,web,2791004,0.549,medium
2660,2024-01-10,ID,ads,android,3857910,0.815,medium
2661,2024-01-27,ID,organic,android,2483467,0.691,medium
2662,2024-02-16,VN,ads,ios,2549773,0.834,low
2663,2024-01-09,MY,ads,web,4500055,0.714,medium
2664,2024-01-30,VN,referral,android,8494565,0.967,low
2665,2024-01-13,SG,ads,android,2547582,0.613,medium
2666,2024-02-02,ID,ads,web,8405102,0.575,high
2667,2024-01-15,PH,organic,android,8457479,0.891,low
2668,2024-02-27,ID,organic,web,1368180,0.449,medium
2669,2024-01-05,MY,organic,android,3480433,0.724,medium
2670,2024-02-27,ID,organic,ios,6189129,0.87,low
2671,2024-02-17,VN,organic,android,2457450,0.421,medium
2672,2024-02-21,SG,organic,web,4734627,0.76,medium
2673,2024-02-21,VN,organic,android,7312170,0.526,medium
2674,2024-01-12,ID,ads,android,1056172,0.473,high
2675,2024-02-25,ID,referral,ios,6747050,0.59,low
2676,2024-02-05,ID,organic,android,3748031,0.722,high
2677,2024-02-27,SG,referral,android,8074060,0.644,low
2678,2024-02-22,VN,organic,web,2692178,0.916,low
2679,2024-02-04,VN,organic,ios,7307430,0.762,medium
2680,2024-01-23,VN,organic,ios,7871038,0.677,low
2681,2024-01-08,VN,social,ios,4929355,0.554,medium
2682,2024-01-07,MY,organic,ios,5025826,0.784,low
2683,2024-01-24,ID,organic,android,4628452,1.0,low
2684,2024-02-18,PH,social,android,8182042,0.645,medium
2685,2024-01-31,SG,organic,ios,4686301,0.662,medium
2686,2024-01-29,PH,organic,android,9719361,0.591,medium
2687,2024-01-15,ID,ads,android,2392206,0.928,low
2688,2024-02-03,MY,ads,android,4612442,0.889,medium
2689,2024-02-08,ID,referral,web,4005653,0.683,medium
2690,2024-02-28,ID,ads,android,5998631,0.66,medium
2691,2024-02-13,SG,ads,ios,6551487,0.608,low
2692,2024-02-06,ID,ads,web,9756013,0.707,high
2693,2024-02-24,ID,social,ios,5384270,0.903,low
2694,2024-01-26,SG,organic,web,2496481,0.756,low
2695,2024-02-26,SG,organic,android,4430588,0.943,low
2696,2024-01-23,ID,social,web,1487574,0.642,low
2697,2024-01-08,SG,organic,ios,3615273,0.403,medium
2698,2024-01-26,PH,referral,android,5226552,1.0,medium
2699,2024-01-08,SG,referral,web,1705882,0.782,low
2700,2024-01-08,ID,organic,android,5390826,0.867,low
2701,2024-02-22,SG,referral,web,2985577,0.632,high
2702,2024-02-17,ID,social,ios,9361216,0.546,high
2703,2024-01-14,ID,ads,android,2254363,0.773,low
2704,2024-02-20,MY,ads,android,5100699,0.451,medium
2705,2024-01-05,ID,referral,ios,2641015,0.71,medium
2706,2024-01-18,ID,organic,android,4995787,0.903,low
2707,2024-02-12,SG,organic,android,5321166,0.817,low
2708,2024-01-19,ID,ads,android,5483047,0.788,low
2709,2024-02-13,ID,referral,ios,5265174,1.0,medium
2710,2024-02-22,MY,referral,android,5010578,0.806,medium
2711,2024-01-04,ID,social,web,3585607,0.464,medium
2712,2024-01-02,PH,organic,android,9088890,0.728,low
2713,2024-02-26,ID,social,android,6844251,1.0,low
2714,2024-02-01,SG,organic,web,6560240,0.704,low
2715,2024-01-31,SG,organic,ios,4669685,1.0,low
2716,2024-01-28,SG,organic,android,8166707,0.904,low
2717,2024-01-27,ID,organic,web,7131097,0.689,low
2718,2024-02-11,PH,organic,android,2391605,0.588,low
2719,2024-02-04,PH,ads,ios,4901261,0.801,low
2720,2024-01-10,ID,organic,android,8883782,0.941,medium
2721,2024-02-07,SG,referral,android,8914179,0.513,medium
2722,2024-02-10,PH,ads,android,9730416,0.768,medium
2723,2024-01-07,SG,referral,ios,7753615,0.444,high
2724,2024-01-23,ID,organic,ios,9611914,0.699,low
2725,2024-02-17,PH,ads,android,5890701,0.502,medium
2726,2024-02-07,ID,organic,android,9844964,0.834,low
2727,2024-01-09,SG,ads,web,9530547,0.647,low
2728,2024-01-03,SG,social,android,7275977,0.924,low
2729,2024-02-04,MY,social,android,7108962,0.669,low
2730,2024-01-28,SG,organic,ios,7043541,0.655,medium
2731,2024-02-27,MY,organic,android,1990167,0.508,high
2732,2024-02-01,ID,ads,web,1606049,0.809,low
2733,2024-02-25,SG,referral,android,3653518,0.824,medium
2734,2024-01-13,SG,ads,ios,3546286,0.891,medium
2735,2024-01-27,PH,social,web,1538758,0.848,low
2736,2024-01-09,ID,social,android,8083464,0.81,medium
2737,2024-02-04,MY,ads,android,1308606,0.839,low
2738,2024-01-12,ID,organic,android,4249888,0.855,medium
2739,2024-01-30,SG,organic,web,1956555,0.886,low
2740,2024-01-21,ID,organic,android,6584678,0.521,medium
2741,2024-01-12,ID,ads,android,9560661,0.681,medium
2742,2024-01-06,ID,referral,android,6278398,0.507,low
2743,2024-01-31,PH,ads,ios,6034923,0.8,low
2744,2024-02-26,VN,social,android,6226404,0.994,low
2745,2024-01-12,PH,organic,android,3432718,0.884,medium
2746,2024-01-25,ID,organic,android,4333901,0.659,low
2747,2024-01-14,ID,social,ios,3840721,0.826,low
2748,2024-02-18,MY,referral,ios,8963399,0.802,low
2749,2024-01-25,SG,organic,ios,4265156,0.785,low
2750,2024-02-28,PH,organic,web,3240595,0.554,high
2751,2024-01-15,PH,organic,android,5552814,0.947,medium
2752,2024-01-05,SG,organic,android,7933317,0.573,medium
2753,2024-02-04,VN,social,ios,4382950,0.695,high
2754,2024-02-09,PH,ads,ios,1228401,0.894,medium
2755,2024-02-29,ID,organic,android,4676358,0.694,high
2756,2024-02-22,VN,referral,ios,3943863,0.762,low
2757,2024-02-23,SG,organic,ios,2891245,0.768,low
2758,2024-02-08,SG,social,web,7823056,0.76,low
2759,2024-01-22,SG,ads,android,5754381,0.767,low
2760,2024-01-26,ID,ads,android,9810547,0.782,low
2761,2024-01-09,ID,organic,ios,1954861,0.761,low
2762,2024-01-26,VN,organic,ios,2086997,0.616,low
2763,2024-01-22,SG,social,web,7411063,0.517,medium
2764,2024-01-03,SG,organic,android,8232478,0.9,low
2765,2024-01-13,MY,ads,android,2885577,0.907,low
2766,2024-02-02,SG,organic,android,3781226,0.801,medium
2767,2024-01-23,MY,organic,ios,3070019,0.799,low
2768,2024-02-29,ID,organic,android,3231369,0.613,low
2769,2024-01-29,VN,ads,ios,1174114,0.384,high
2770,2024-02-27,MY,organic,ios,2845317,0.713,low
2771,2024-02-09,SG,social,android,7202593,0.465,high
2772,2024-01-03,SG,organic,ios,7465852,0.778,low
2773,2024-01-13,SG,organic,ios,8902398,0.946,low
2774,2024-02-12,VN,ads,ios,9482123,0.658,medium
2775,2024-02-02,MY,referral,ios,2911850,0.666,low
2776,2024-01-19,ID,ads,web,6869522,0.599,high
2777,2024-02-01,SG,organic,web,4582010,0.757,low
2778,2024-02-24,PH,organic,ios,3392279,0.745,high
2779,2024-01-24,SG,ads,ios,7155937,0.597,medium
2780,2024-01-03,MY,organic,android,4598478,0.887,low
2781,2024-01-19,PH,ads,ios,6438499,1.0,low
2782,2024-02-26,SG,social,android,3169203,0.928,low
2783,2024-02-15,ID,ads,ios,4829104,0.733,low
2784,2024-02-20,SG,social,android,6370623,0.732,low
2785,2024-02-24,ID,organic,ios,1323168,0.673,medium
2786,2024-01-08,VN,ads,android,9987733,0.67,low
2787,2024-01-17,MY,organic,android,9007973,0.894,low
2788,2024-01-04,PH,ads,ios,1940196,0.9,low
2789,2024-01-01,ID,referral,android,7052404,0.575,medium
2790,2024-02-20,SG,ads,android,6843749,0.805,low
2791,2024-02-26,MY,social,web,3485768,0.917,low
2792,2024-01-10,ID,ads,android,4854449,0.697,medium
2793,2024-02-13,SG,ads,ios,3649565,0.718,medium
2794,2024-02-02,ID,ads,android,1653832,0.854,low
2795,2024-01-05,MY,organic,ios,8392865,0.859,low
2796,2024-02-24,MY,organic,web,3713580,0.814,low
2797,2024-02-22,SG,social,android,5761246,0.788,medium
2798,2024-02-04,PH,organic,ios,1679065,0.808,medium
2799,2024-02-12,ID,ads,android,1379089,0.708,medium
2800,2024-01-24,SG,referral,android,6663332,0.582,medium
2801,2024-02-17,SG,organic,ios,4735601,0.517,medium
2802,2024-01-27,PH,referral,android,7004681,0.839,low
2803,2024-02-29,ID,organic,android,8934539,0.766,low
2804,2024-01-04,ID,referral,android,9052874,0.818,medium
2805,2024-01-11,SG,ads,android,1673199,0.626,low
2806,2024-02-28,MY,social,android,3575466,0.765,low
2807,2024-01-18,PH,ads,android,2846587,0.762,low
2808,2024-01-19,SG,referral,android,2585481,0.942,low
2809,2024-02-17,VN,ads,android,5114748,0.878,high
2810,2024-01-12,SG,referral,android,5271317,0.639,medium
2811,2024-01-31,SG,social,android,9717672,0.826,low
2812,2024-01-18,ID,social,ios,2004996,0.638,medium
2813,2024-01-12,MY,organic,android,1528276,0.358,low
2814,2024-02-27,SG,organic,android,6092506,1.0,medium
2815,2024-01-12,ID,referral,ios,2979585,0.694,low
2816,2024-01-06,SG,organic,ios,9495748,0.906,low
2817,2024-02-10,ID,organic,android,3287778,0.651,high
2818,2024-02-22,MY,ads,ios,1798674,0.629,low
2819,2024-01-08,VN,organic,android,9463945,0.668,high
2820,2024-02-12,ID,organic,android,7473376,0.788,low
2821,2024-02-02,MY,organic,android,7289014,0.776,medium
2822,2024-02-19,ID,ads,web,6967815,0.825,low
2823,2024-01-08,SG,organic,web,7531152,0.676,medium
2824,2024-02-28,SG,referral,web,3190686,0.756,medium
2825,2024-02-07,VN,organic,web,7021173,0.624,medium
2826,2024-02-20,SG,social,ios,2871261,0.97,low
2827,2024-01-22,PH,ads,ios,9155685,0.553,high
2828,2024-02-26,SG,organic,ios,4438185,0.627,medium
2829,2024-02-07,PH,organic,ios,9386382,0.686,medium
2830,2024-01-08,SG,organic,android,3902694,1.0,low
2831,2024-02-25,VN,organic,web,2676242,0.865,low
2832,2024-02-17,MY,ads,android,4014805,0.622,medium
2833,2024-01-19,SG,organic,web,5990751,0.873,low
2834,2024-02-02,MY,ads,android,7499870,0.827,low
2835,2024-01-24,MY,organic,android,1215210,0.791,low
2836,2024-02-02,SG,referral,ios,1812758,0.854,low
2837,2024-02-27,SG,ads,web,3518355,0.759,medium
2838,2024-02-23,MY,organic,android,7734946,0.776,medium
2839,2024-01-13,MY,organic,android,3606437,0.517,low
2840,2024-02-28,SG,referral,ios,5494717,0.966,low
2841,2024-01-27,PH,ads,android,9918436,0.683,low
2842,2024-02-12,SG,organic,android,2565861,0.564,high
2843,2024-02-15,SG,referral,android,2759870,0.674,low
2844,2024-01-29,ID,organic,web,7025190,0.68,low
2845,2024-01-28,SG,referral,android,8011159,0.63,low
2846,2024-01-28,SG,organic,web,4364019,0.867,low
2847,2024-02-21,ID,social,android,2756056,0.896,low
2848,2024-01-24,SG,ads,android,2196450,0.456,medium
2849,2024-01-17,SG,ads,web,9741209,0.673,medium
2850,2024-01-22,MY,organic,android,6290392,0.684,medium
2851,2024-01-12,ID,organic,ios,4396458,0.724,low
2852,2024-01-24,PH,organic,web,3879440,1.0,low
2853,2024-01-07,ID,ads,android,2420333,0.628,low
2854,2024-01-06,ID,ads,ios,3552242,0.984,low
2855,2024-02-13,SG,referral,android,8021191,0.728,low
2856,2024-01-05,PH,ads,android,5300073,0.986,medium
2857,2024-02-04,SG,referral,android,9165920,0.703,high
2858,2024-02-16,SG,organic,android,5678723,0.686,medium
2859,2024-02-13,PH,ads,ios,6453674,0.747,low
2860,2024-01-27,MY,referral,ios,7325747,0.944,low
2861,2024-01-12,MY,social,android,2610525,0.774,low
2862,2024-02-25,SG,referral,ios,5429583,0.781,medium
2863,2024-02-20,SG,ads,android,8825975,0.846,low
2864,2024-02-06,ID,organic,android,5801599,0.618,medium
2865,2024-01-06,MY,social,ios,6437061,0.801,low
2866,2024-01-03,ID,organic,ios,6133988,0.656,low
2867,2024-01-19,SG,ads,android,6966941,0.971,low
2868,2024-01-10,SG,ads,web,9345385,0.813,low
2869,2024-02-21,ID,organic,web,7866136,0.854,low
2870,2024-01-13,MY,referral,android,1911282,0.444,medium
2871,2024-01-17,SG,social,ios,6256398,0.856,low
2872,2024-02-28,SG,social,android,6970576,0.723,medium
2873,2024-02-19,SG,organic,android,7697784,0.534,low
2874,2024-01-14,SG,organic,android,1336347,0.764,low
2875,2024-01-24,ID,ads,android,3537173,0.522,medium
2876,2024-01-31,SG,ads,android,3332012,0.842,low
2877,2024-02-09,MY,ads,ios,2794276,0.965,low
2878,2024-02-26,PH,social,web,8118423,0.481,low
2879,2024-02-22,VN,ads,android,5136215,0.746,high
2880,2024-02-28,VN,organic,ios,4252359,0.725,medium
2881,2024-01-03,SG,organic,web,5925961,0.452,low
2882,2024-01-15,SG,organic,android,1240277,0.887,low
2883,2024-02-03,SG,organic,ios,3096686,0.844,low
2884,2024-01-03,MY,ads,ios,5620023,1.0,low
2885,2024-01-22,SG,organic,android,2821099,0.824,low
2886,2024-01-10,ID,organic,android,4939616,0.618,low
2887,2024-02-25,SG,referral,android,3892566,0.827,low
2888,2024-01-04,SG,referral,ios,9341525,0.943,low
2889,2024-01-09,MY,referral,ios,8913569,0.68,medium
2890,2024-01-12,MY,organic,android,9479946,0.878,low
2891,2024-01-09,ID,ads,android,4407656,0.397,medium
2892,2024-02-04,VN,organic,android,3509194,0.971,medium
2893,2024-01-22,SG,social,android,9736264,0.87,medium
2894,2024-02-24,SG,ads,android,8382827,0.368,medium
2895,2024-01-16,ID,ads,android,8246097,0.807,low
2896,2024-02-02,MY,social,android,5632609,0.452,low
2897,2024-02-09,ID,social,android,6079996,0.658,medium
2898,2024-02-07,SG,ads,ios,5861503,0.852,medium
2899,2024-02-17,VN,referral,android,5183526,0.73,low
2900,2024-01-13,SG,organic,ios,2027168,0.938,low
2901,2024-01-31,ID,organic,android,4005740,0.76,medium
2902,2024-02-18,MY,organic,android,8528740,0.744,low
2903,2024-02-21,VN,social,android,8782142,0.915,low
2904,2024-02-07,MY,ads,web,6453577,0.699,low
2905,2024-02-09,VN,referral,android,9807735,0.746,high
2906,2024-02-21,SG,ads,ios,9596775,0.766,medium
2907,2024-02-07,MY,organic,web,4677216,0.74,low
2908,2024-02-26,PH,organic,android,8046125,0.924,low
2909,2024-01-08,ID,referral,android,2886116,0.65,medium
2910,2024-01-21,ID,social,ios,5199591,0.625,medium
2911,2024-01-07,VN,referral,android,4728842,0.591,medium
2912,2024-01-06,SG,referral,android,8715493,0.429,low
2913,2024-01-29,ID,ads,android,4747718,0.973,low
2914,2024-01-14,PH,social,android,3863943,0.615,medium
2915,2024-01-25,VN,organic,android,4463590,0.714,low
2916,2024-01-27,VN,organic,android,8766801,0.984,medium
2917,2024-02-07,PH,organic,android,6589118,0.729,medium
2918,2024-02-26,SG,organic,ios,2042695,0.827,medium
2919,2024-02-20,VN,organic,android,1234929,0.537,high
2920,2024-01-23,ID,organic,ios,4028738,0.96,low
2921,2024-01-20,MY,ads,ios,8384781,0.732,medium
2922,2024-02-16,ID,social,android,8814190,0.597,high
2923,2024-01-08,PH,social,android,2400094,0.597,medium
2924,2024-02-02,ID,organic,web,1215717,1.0,low
2925,2024-01-26,PH,social,android,3357094,0.662,medium
2926,2024-01-11,SG,organic,ios,8817289,0.601,low
2927,2024-02-06,SG,organic,ios,4849242,0.685,high
2928,2024-01-20,ID,social,ios,1360785,0.757,low
2929,2024-01-12,SG,organic,android,5514705,0.773,medium
2930,2024-02-09,MY,referral,android,2033904,0.817,low
2931,2024-01-11,SG,organic,android,1876922,0.785,low
2932,2024-02-10,ID,organic,ios,6743080,0.847,low
2933,2024-01-10,SG,ads,ios,8201645,0.709,high
2934,2024-01-27,SG,social,ios,1517816,1.0,low
2935,2024-02-18,MY,ads,android,1482979,0.677,medium
2936,2024-01-14,SG,organic,ios,8543939,0.953,low
2937,2024-02-16,SG,ads,ios,2548226,0.66,medium
2938,2024-02-13,SG,organic,android,1773276,0.536,medium
2939,2024-02-24,SG,organic,ios,9328833,0.5,low
2940,2024-01-11,MY,referral,android,8662343,0.796,low
2941,2024-02-12,SG,organic,android,8698830,0.924,medium
2942,2024-02-26,ID,ads,ios,9848160,0.577,high
2943,2024-02-15,MY,ads,ios,7226414,0.618,medium
2944,2024-01-12,ID,ads,ios,7049088,0.808,low
2945,2024-02-19,ID,referral,ios,9095486,0.75,low
2946,2024-01-07,SG,referral,web,9372415,0.662,low
2947,2024-02-05,VN,organic,android,4781475,0.558,low
2948,2024-01-30,ID,organic,android,6627883,0.796,high
2949,2024-02-01,SG,ads,android,7812132,0.848,low
2950,2024-02-01,VN,social,ios,9829410,0.824,low
2951,2024-01-02,MY,social,android,1480534,0.754,medium
2952,2024-01-31,MY,referral,ios,8171575,0.592,medium
2953,2024-02-26,PH,ads,android,5992734,0.797,medium
2954,2024-01-27,SG,organic,android,7113500,0.786,low
2955,2024-01-17,PH,social,ios,9999122,0.553,medium
2956,2024-02-29,MY,ads,android,9900175,0.705,medium
2957,2024-01-06,ID,organic,ios,2649435,0.805,low
2958,2024-01-30,SG,social,ios,5354712,0.738,low
2959,2024-01-31,SG,referral,ios,4716100,0.456,high
2960,2024-01-29,VN,organic,ios,5352985,0.654,low
2961,2024-02-25,SG,organic,ios,4775339,0.644,high
2962,2024-01-26,SG,social,web,8664755,0.834,low
2963,2024-02-28,MY,organic,ios,9009225,1.0,low
2964,2024-01-05,MY,social,android,7068605,0.77,medium
2965,2024-02-14,SG,organic,ios,6813311,0.57,medium
2966,2024-02-05,PH,referral,ios,2297907,0.726,low
2967,2024-01-15,ID,social,ios,4112476,0.752,low
2968,2024-01-14,PH,organic,ios,3771757,0.863,low
2969,2024-02-13,SG,organic,ios,2033424,0.936,medium
2970,2024-02-08,SG,ads,ios,6262347,0.959,medium
2971,2024-02-06,MY,referral,ios,6775380,0.831,low
2972,2024-01-04,SG,organic,android,1144067,0.75,low
2973,2024-02-05,ID,ads,web,5146136,0.973,low
2974,2024-02-28,SG,social,ios,5593553,0.698,low
2975,2024-01-02,PH,social,android,5107701,0.758,medium
2976,2024-01-29,PH,social,android,3105437,0.713,low
2977,2024-01-30,PH,organic,android,1217528,0.43,low
2978,2024-02-23,VN,social,android,3131172,0.941,low
2979,2024-01-17,VN,social,android,6097407,0.851,low
2980,2024-01-29,ID,ads,web,9058044,0.394,medium
2981,2024-02-13,ID,social,ios,7262773,0.9,low
2982,2024-01-04,PH,organic,android,3539677,0.704,low
2983,2024-02-18,VN,social,android,1177724,0.898,low
2984,2024-02-19,VN,referral,web,9084171,0.761,low
2985,2024-02-13,PH,organic,android,4848574,0.546,medium
2986,2024-02-08,SG,organic,web,5803485,0.754,medium
2987,2024-02-14,VN,ads,android,9706100,0.615,low
2988,2024-02-16,VN,ads,android,9350792,0.567,medium
2989,2024-02-24,MY,organic,android,2791489,0.88,low
2990,2024-01-26,PH,social,android,7563019,0.809,low
2991,2024-01-28,ID,ads,android,6028707,0.975,low
2992,2024-02-08,VN,ads,android,4726194,0.691,low
2993,2024-01-12,SG,organic,ios,3154311,0.606,high
2994,2024-02-21,PH,ads,web,1316679,0.846,low
2995,2024-02-16,SG,ads,android,9472983,0.625,medium
2996,2024-02-07,SG,ads,android,9024802,0.703,low
2997,2024-01-19,SG,organic,ios,4536581,0.829,low
2998,2024-01-21,ID,organic,ios,7366058,0.731,medium
2999,2024-01-27,SG,social,ios,1916240,0.677,medium
3000,2024-02-09,VN,organic,ios,2212840,0.54,medium
3001,2024-02-16,ID,ads,android,8742675,0.891,medium
3002,2024-02-10,PH,referral,web,9416372,0.695,medium
3003,2024-02-25,SG,social,android,6488918,0.843,low
3004,2024-02-27,SG,organic,android,5397565,0.823,low
3005,2024-02-12,PH,social,web,6840489,0.914,low
3006,2024-01-23,MY,referral,web,1265917,0.715,low
3007,2024-02-05,ID,social,android,3891309,0.698,low
3008,2024-01-26,PH,organic,android,3662883,0.584,medium
3009,2024-02-07,PH,ads,android,5718317,0.669,low
3010,2024-02-18,ID,ads,android,8738230,0.801,low
3011,2024-01-23,VN,referral,ios,1764510,0.627,low
3012,2024-01-31,MY,social,android,4772031,0.797,low
3013,2024-01-03,MY,organic,android,7892911,0.97,low
3014,2024-02-14,ID,ads,ios,8270049,0.683,low
3015,2024-01-30,SG,ads,web,8718581,0.553,medium
3016,2024-01-28,SG,organic,web,4624939,0.688,low
3017,2024-02-01,PH,social,android,9518486,0.537,low
3018,2024-01-13,MY,organic,ios,2205548,0.95,low
3019,2024-02-05,SG,organic,ios,8349836,0.763,low
3020,2024-02-14,MY,organic,android,2751582,0.641,low
3021,2024-01-21,SG,social,android,7088091,0.666,low
3022,2024-01-08,SG,referral,android,8930856,0.573,medium
3023,2024-01-24,VN,ads,ios,7204594,0.902,high
3024,2024-01-12,ID,organic,ios,2631140,1.0,low
3025,2024-01-23,SG,referral,ios,8894211,0.526,high
3026,2024-02-07,ID,social,android,9419005,0.906,low
3027,2024-01-07,ID,organic,android,5380882,0.713,medium
3028,2024-02-14,MY,ads,ios,3596872,0.94,low
3029,2024-01-14,VN,organic,android,6784942,0.475,low
3030,2024-02-23,ID,organic,web,9744731,0.784,medium
3031,2024-02-13,ID,ads,android,9718156,0.689,high
3032,2024-01-17,ID,social,ios,1871505,0.849,low
3033,2024-02-03,ID,ads,android,2244744,0.759,low
3034,2024-01-07,SG,social,web,5935540,0.753,low
3035,2024-01-06,SG,organic,ios,8756902,0.734,low
3036,2024-02-27,PH,ads,ios,1320242,0.984,low
3037,2024-02-18,ID,organic,android,7178186,0.724,medium
3038,2024-01-10,ID,organic,ios,3309327,0.88,low
3039,2024-01-17,SG,social,web,3660231,0.844,low
3040,2024-01-12,PH,organic,android,8698202,0.883,low
3041,2024-01-24,SG,ads,ios,3595306,0.598,high
3042,2024-01-18,ID,social,web,2683058,0.856,medium
3043,2024-01-20,PH,organic,android,9676892,0.801,low
3044,2024-02-01,ID,ads,android,9023730,0.572,high
3045,2024-01-12,VN,social,ios,9323973,0.718,low
3046,2024-02-22,SG,ads,android,6308264,1.0,low
3047,2024-02-13,MY,ads,web,3355073,0.691,medium
3048,2024-02-15,VN,organic,ios,6824520,0.695,high
3049,2024-01-11,ID,organic,android,7852914,0.818,low
3050,2024-02-12,MY,organic,web,4234722,0.669,low
3051,2024-02-20,ID,social,android,6223271,0.771,low
3052,2024-01-11,PH,ads,ios,9864090,0.683,medium
3053,2024-02-15,VN,social,ios,6164633,0.81,low
3054,2024-01-22,MY,ads,android,8439184,0.741,medium
3055,2024-02-17,VN,ads,android,1263078,1.0,low
3056,2024-01-29,ID,ads,ios,9205685,0.757,medium
3057,2024-02-18,ID,ads,ios,9680440,0.717,low
3058,2024-01-09,SG,organic,android,2312500,0.904,medium
3059,2024-01-24,MY,social,android,4903740,0.541,high
3060,2024-01-17,PH,referral,ios,3401267,1.0,low
3061,2024-01-15,MY,referral,android,5979322,0.602,low
3062,2024-01-19,SG,ads,android,8568940,0.929,low
3063,2024-01-23,ID,social,ios,2588798,0.968,low
3064,2024-01-08,PH,organic,ios,7025627,0.671,medium
3065,2024-02-12,VN,referral,web,2159689,0.686,low
3066,2024-02-03,SG,referral,web,4968973,0.734,medium
