user_id,timestamp,ip,device_id,outcome
58,2024-01-03 04:14:44,192.168.124.131,device_38,success
148,2024-02-10 04:04:45,192.168.19.137,device_15,fail
200,2024-01-13 09:48:38,192.168.23.245,device_46,success
61,2024-01-14 09:34:28,192.168.226.153,device_15,success
127,2024-02-22 22:19:26,192.168.36.229,device_46,fail
105,2024-02-21 06:48:45,192.168.212.53,device_25,success
167,2024-01-13 16:16:09,192.168.231.102,device_21,success
1,2024-01-25 15:58:16,192.168.148.201,device_24,success
131,2024-01-14 16:53:39,192.168.37.173,device_5,success
92,2024-02-19 03:51:44,192.168.3.187,device_6,success
190,2024-02-18 06:51:35,192.168.56.172,device_49,success
191,2024-01-20 16:11:15,192.168.19.16,device_43,success
113,2024-01-14 14:12:12,192.168.118.70,device_48,fail
153,2024-02-19 20:56:43,192.168.3.220,device_44,success
56,2024-01-31 05:02:48,192.168.13.2,device_47,success
161,2024-02-02 22:00:33,192.168.215.228,device_23,success
166,2024-01-19 11:48:31,192.168.79.185,device_4,success
117,2024-01-09 04:14:31,192.168.54.243,device_27,success
134,2024-01-13 09:55:58,192.168.131.119,device_18,success
58,2024-01-30 09:19:28,192.168.253.23,device_21,success
44,2024-02-24 00:51:01,192.168.161.157,device_28,success
173,2024-02-23 03:51:15,192.168.81.146,device_35,success
160,2024-01-09 23:11:52,192.168.158.187,device_22,success
173,2024-01-30 20:35:41,192.168.59.146,device_40,success
61,2024-01-01 12:46:23,192.168.48.62,device_23,success
47,2024-02-12 21:39:18,192.168.109.210,device_3,fail
149,2024-01-09 01:07:38,192.168.149.151,device_40,success
80,2024-02-28 09:12:52,192.168.108.75,device_10,success
118,2024-01-29 16:53:45,192.168.29.57,device_25,success
164,2024-01-26 01:43:11,192.168.229.116,device_49,success
147,2024-02-17 03:01:19,192.168.158.99,device_8,success
20,2024-02-02 09:08:19,192.168.191.18,device_11,success
185,2024-02-04 06:32:40,192.168.175.172,device_5,success
146,2024-01-01 15:03:15,192.168.227.93,device_45,success
47,2024-02-05 21:55:43,192.168.182.112,device_37,success
49,2024-01-16 20:52:28,192.168.182.224,device_45,success
14,2024-01-21 12:07:49,192.168.145.62,device_38,success
143,2024-01-18 00:55:45,192.168.115.112,device_29,success
159,2024-01-04 15:54:31,192.168.250.219,device_5,success
1,2024-02-07 20:51:26,192.168.250.46,device_9,fail
117,2024-01-14 05:55:34,192.168.202.56,device_48,success
54,2024-01-09 07:16:31,192.168.251.117,device_2,fail
118,2024-01-21 12:26:06,192.168.44.160,device_1,success
3,2024-02-05 07:13:37,192.168.144.197,device_40,success
144,2024-02-24 21:10:29,192.168.3.147,device_30,success
185,2024-01-13 01:25:15,192.168.239.46,device_11,success
12,2024-02-02 13:03:51,192.168.218.142,device_28,success
74,2024-01-27 10:06:45,192.168.197.46,device_44,fail
16,2024-01-02 19:09:54,192.168.77.123,device_12,success
200,2024-02-01 18:39:53,192.168.74.102,device_39,success
102,2024-02-05 12:58:35,192.168.136.89,device_26,success
152,2024-01-26 06:25:26,192.168.143.68,device_13,success
156,2024-01-21 05:07:51,192.168.248.243,device_8,success
117,2024-01-28 23:17:16,192.168.60.137,device_28,success
8,2024-02-18 08:49:54,192.168.49.2,device_30,success
122,2024-02-11 08:36:10,192.168.204.106,device_9,success
92,2024-02-11 02:03:05,192.168.112.93,device_39,success
164,2024-02-11 16:24:41,192.168.253.117,device_31,success
90,2024-02-13 08:12:42,192.168.236.197,device_21,success
136,2024-02-02 11:13:53,192.168.80.250,device_47,success
186,2024-01-01 20:10:25,192.168.108.50,device_34,success
60,2024-02-25 07:01:11,192.168.244.146,device_31,success
178,2024-01-27 02:03:52,192.168.169.34,device_25,success
28,2024-01-06 03:54:45,192.168.45.153,device_12,success
101,2024-01-02 08:53:21,192.168.242.68,device_1,success
41,2024-01-22 01:36:23,192.168.92.63,device_22,success
192,2024-02-03 22:03:01,192.168.164.211,device_40,success
155,2024-01-05 07:56:16,192.168.48.148,device_37,success
191,2024-02-10 03:44:40,192.168.73.191,device_47,success
145,2024-02-01 17:21:59,192.168.4.99,device_1,success
161,2024-01-27 17:15:57,192.168.69.89,device_1,success
157,2024-02-18 18:01:56,192.168.3.125,device_42,success
141,2024-02-20 19:41:10,192.168.230.38,device_42,success
46,2024-01-28 19:19:15,5.23.45.1,device_21,fail
35,2024-02-23 16:54:17,192.168.128.23,device_15,fail
134,2024-02-11 23:36:12,192.168.56.99,device_17,success
82,2024-01-26 04:30:24,192.168.69.40,device_22,success
115,2024-02-15 13:40:30,192.168.181.173,device_38,success
197,2024-02-29 11:35:06,192.168.59.107,device_35,fail
47,2024-02-15 16:16:33,192.168.187.56,device_45,success
153,2024-02-07 05:07:02,192.168.30.83,device_16,success
194,2024-01-10 12:06:58,192.168.151.216,device_8,success
10,2024-01-17 02:22:07,192.168.35.212,device_47,success
56,2024-01-02 10:20:27,192.168.157.151,device_17,success
30,2024-01-18 13:00:12,192.168.107.105,device_17,fail
109,2024-01-15 16:55:08,192.168.157.85,device_26,success
5,2024-02-02 04:19:41,192.168.219.134,device_13,success
119,2024-02-17 05:24:09,192.168.162.182,device_17,success
33,2024-01-04 09:52:56,192.168.219.13,device_38,success
118,2024-01-01 04:25:38,192.168.119.137,device_17,success
65,2024-01-29 23:24:28,192.168.79.143,device_48,success
146,2024-02-03 22:19:16,192.168.181.222,device_14,success
177,2024-01-19 07:21:02,192.168.105.216,device_45,success
11,2024-02-16 19:27:54,192.168.204.69,device_6,success
85,2024-01-31 08:22:27,192.168.43.72,device_35,success
26,2024-02-09 12:06:23,192.168.44.227,device_46,fail
63,2024-02-21 07:16:17,192.168.183.106,device_14,fail
86,2024-01-24 03:41:04,192.168.83.81,device_47,success
59,2024-01-20 11:52:28,192.168.249.106,device_8,success
27,2024-02-10 12:32:34,192.168.184.20,device_15,fail
177,2024-02-28 01:15:23,192.168.195.177,device_27,success
161,2024-02-12 01:38:37,192.168.160.218,device_13,success
98,2024-02-28 04:30:55,192.168.6.69,device_49,fail
105,2024-02-03 16:24:49,192.168.126.142,device_31,success
99,2024-01-20 15:01:58,192.168.209.159,device_35,success
129,2024-01-11 17:50:44,192.168.247.202,device_6,fail
149,2024-02-02 12:51:58,5.23.45.1,device_5,success
55,2024-01-27 20:11:34,192.168.142.175,device_22,success
6,2024-01-29 05:13:39,192.168.198.148,device_49,success
197,2024-01-02 02:57:22,192.168.169.153,device_23,success
95,2024-02-12 17:03:15,192.168.235.119,device_25,success
133,2024-02-04 03:33:22,192.168.127.141,device_34,success
102,2024-02-22 14:13:01,192.168.56.164,device_26,fail
3,2024-01-12 17:59:56,192.168.57.20,device_47,success
181,2024-01-21 09:55:52,192.168.81.68,device_5,success
23,2024-01-21 03:13:36,192.168.130.86,device_26,success
53,2024-02-20 17:55:45,192.168.217.164,device_20,success
165,2024-01-12 23:55:32,192.168.215.48,device_6,success
83,2024-01-28 23:13:19,192.168.146.114,device_6,fail
145,2024-02-03 19:08:25,192.168.88.84,device_18,success
85,2024-02-07 11:34:33,192.168.127.139,device_4,success
78,2024-02-05 17:21:17,192.168.248.188,device_17,success
110,2024-02-14 22:07:58,192.168.168.160,device_14,success
1,2024-02-07 22:48:35,192.168.177.116,device_14,success
51,2024-02-13 17:39:27,192.168.195.126,device_13,success
173,2024-02-23 13:30:36,192.168.233.248,device_7,success
4,2024-02-02 05:02:07,192.168.70.85,device_44,fail
190,2024-01-22 19:07:52,192.168.246.32,device_15,success
193,2024-01-08 11:09:44,192.168.80.151,device_19,success
113,2024-01-01 02:06:42,192.168.60.60,device_43,success
32,2024-01-12 02:17:25,192.168.97.27,device_47,success
34,2024-01-02 11:27:12,192.168.185.42,device_44,success
92,2024-01-26 09:32:40,192.168.168.166,device_35,success
95,2024-01-26 03:52:43,192.168.85.176,device_17,success
72,2024-01-12 05:02:09,192.168.16.97,device_35,success
39,2024-01-15 09:10:49,192.168.197.237,device_19,success
154,2024-02-08 20:25:45,192.168.197.97,device_20,success
162,2024-02-02 15:31:49,192.168.64.73,device_36,success
182,2024-01-23 06:25:02,192.168.84.4,device_35,success
118,2024-02-16 14:17:15,192.168.1.21,device_32,success
3,2024-01-21 01:39:37,192.168.111.56,device_48,success
123,2024-01-27 09:05:42,192.168.65.73,device_44,success
50,2024-02-25 11:57:53,192.168.97.143,device_40,success
12,2024-01-02 20:08:12,192.168.111.178,device_24,success
193,2024-01-16 09:15:20,192.168.124.166,device_17,success
54,2024-02-20 03:04:16,192.168.85.75,device_7,success
133,2024-01-22 09:40:56,192.168.87.238,device_43,success
57,2024-01-05 02:14:14,192.168.167.37,device_1,success
145,2024-02-07 00:39:52,192.168.187.58,device_35,fail
112,2024-02-04 04:30:12,192.168.137.98,device_32,success
47,2024-01-18 22:22:42,192.168.191.242,device_36,success
151,2024-02-10 16:21:05,192.168.62.48,device_13,success
85,2024-01-21 12:29:58,192.168.191.31,device_6,success
142,2024-02-06 21:57:51,192.168.134.20,device_14,success
66,2024-02-11 04:29:51,192.168.19.153,device_37,success
75,2024-01-06 20:21:46,192.168.126.67,device_48,success
179,2024-02-11 13:49:49,192.168.109.115,device_15,success
103,2024-02-10 22:09:29,192.168.213.142,device_47,success
166,2024-02-24 13:42:15,192.168.119.231,device_4,success
192,2024-01-26 03:55:13,192.168.212.78,device_40,success
38,2024-02-05 05:16:36,192.168.213.115,device_16,success
50,2024-02-12 20:40:42,192.168.91.13,device_28,success
98,2024-02-07 11:50:07,192.168.154.124,device_16,fail
82,2024-01-14 03:39:26,192.168.232.167,device_4,fail
30,2024-01-17 22:11:38,192.168.57.27,device_45,success
79,2024-02-25 22:34:35,192.168.25.112,device_26,success
91,2024-01-21 06:51:37,192.168.190.65,device_28,success
179,2024-02-29 05:53:33,192.168.152.247,device_32,fail
191,2024-02-19 12:53:57,192.168.253.130,device_45,success
52,2024-02-23 03:07:53,192.168.199.43,device_2,success
166,2024-01-16 06:38:15,192.168.96.41,device_31,success
79,2024-02-10 07:00:24,192.168.243.226,device_3,success
30,2024-01-22 04:48:28,192.168.5.166,device_8,success
106,2024-01-03 20:40:21,192.168.179.22,device_24,success
51,2024-02-15 08:40:11,192.168.88.122,device_15,success
81,2024-02-15 15:23:34,192.168.177.170,device_43,success
133,2024-02-14 12:25:09,192.168.146.196,device_31,success
29,2024-02-03 09:19:15,192.168.50.10,device_9,success
132,2024-01-16 03:07:27,192.168.247.11,device_39,success
138,2024-02-05 23:38:33,192.168.73.7,device_45,success
184,2024-02-19 18:07:04,192.168.151.251,device_2,success
145,2024-01-08 22:55:33,192.168.219.40,device_8,success
74,2024-02-11 10:17:37,192.168.163.228,device_7,success
17,2024-02-29 14:01:16,192.168.84.71,device_44,fail
84,2024-01-16 19:57:32,192.168.54.136,device_39,success
69,2024-02-27 08:24:54,192.168.46.142,device_42,success
34,2024-01-30 08:15:47,192.168.175.237,device_16,success
6,2024-02-26 16:18:21,192.168.103.209,device_35,fail
53,2024-01-18 11:19:17,192.168.41.59,device_30,success
194,2024-01-24 05:31:48,192.168.211.197,device_10,success
126,2024-02-17 16:25:07,188.34.56.7,device_38,success
43,2024-01-18 10:50:02,192.168.6.79,device_18,success
115,2024-01-14 09:54:06,192.168.130.108,device_5,success
111,2024-01-05 13:30:09,192.168.2.26,device_29,success
151,2024-02-16 07:16:17,192.168.113.106,device_39,success
183,2024-02-21 04:35:51,192.168.39.229,device_34,success
80,2024-02-18 16:02:58,192.168.160.219,device_43,success
95,2024-01-30 05:42:39,192.168.128.246,device_45,success
118,2024-01-21 02:24:22,192.168.7.100,device_23,success
144,2024-02-29 13:41:26,192.168.159.123,device_5,success
8,2024-01-11 15:46:45,192.168.175.106,device_30,success
132,2024-02-06 00:30:01,192.168.100.3,device_6,success
104,2024-02-22 11:05:53,192.168.221.197,device_46,success
132,2024-01-06 20:31:23,192.168.109.245,device_44,success
184,2024-01-31 05:04:48,192.168.18.31,device_4,fail
25,2024-02-11 12:41:55,192.168.136.11,device_29,success
195,2024-01-29 17:22:05,192.168.138.45,device_23,success
96,2024-02-11 18:40:38,192.168.118.15,device_6,success
195,2024-01-07 02:27:02,192.168.128.62,device_32,success
155,2024-01-12 05:46:56,192.168.108.118,device_42,success
93,2024-02-10 08:01:58,192.168.244.20,device_18,success
160,2024-02-03 12:24:02,192.168.157.12,device_15,success
178,2024-01-27 11:32:05,192.168.161.3,device_40,success
61,2024-01-19 00:34:45,192.168.155.101,device_32,success
122,2024-02-21 04:10:12,192.168.249.222,device_9,success
51,2024-01-12 10:46:49,192.168.58.246,device_37,success
147,2024-01-25 09:56:13,192.168.127.26,device_10,success
21,2024-01-03 15:32:09,192.168.68.24,device_20,success
5,2024-01-17 16:56:56,192.168.130.96,device_6,success
92,2024-02-20 17:27:29,192.168.195.24,device_48,fail
170,2024-01-14 17:39:18,192.168.147.161,device_3,fail
61,2024-02-02 19:21:04,192.168.153.125,device_42,success
22,2024-01-15 04:24:21,192.168.253.132,device_11,success
149,2024-01-11 05:23:28,188.34.56.7,device_43,success
70,2024-01-15 17:40:19,192.168.219.220,device_17,success
1,2024-01-15 23:51:21,192.168.8.115,device_32,success
133,2024-01-18 12:48:30,192.168.229.177,device_4,success
12,2024-02-25 08:17:19,192.168.133.210,device_4,success
90,2024-02-02 23:10:00,192.168.59.171,device_17,success
46,2024-02-19 10:49:35,192.168.120.138,device_41,success
34,2024-01-15 12:20:12,192.168.193.174,device_19,success
177,2024-01-07 14:57:49,192.168.107.107,device_5,success
78,2024-01-19 02:58:01,192.168.200.212,device_32,success
45,2024-02-21 00:15:26,192.168.215.225,device_22,success
155,2024-02-25 17:48:59,192.168.213.130,device_6,success
73,2024-02-11 08:17:34,192.168.75.219,device_35,success
26,2024-01-01 08:37:11,192.168.29.217,device_22,success
47,2024-02-03 00:11:25,192.168.239.20,device_1,success
121,2024-01-06 07:01:04,192.168.155.247,device_20,success
56,2024-01-16 00:34:09,192.168.217.189,device_22,success
94,2024-02-01 23:52:47,192.168.160.212,device_48,success
107,2024-02-03 14:47:46,192.168.162.179,device_11,success
63,2024-02-15 11:44:12,192.168.33.40,device_13,success
48,2024-02-24 22:49:40,192.168.50.174,device_42,success
61,2024-01-03 11:52:41,192.168.81.57,device_3,success
81,2024-01-27 13:06:28,192.168.74.184,device_9,success
26,2024-02-24 22:37:58,192.168.22.175,device_12,fail
36,2024-02-09 07:43:43,192.168.127.149,device_23,success
1,2024-01-05 18:30:29,192.168.16.68,device_14,success
8,2024-02-27 13:14:05,192.168.107.138,device_33,success
113,2024-02-24 20:05:03,192.168.93.14,device_18,fail
99,2024-02-29 16:32:55,192.168.90.162,device_49,success
180,2024-02-03 23:59:28,192.168.32.211,device_41,success
47,2024-01-04 04:41:02,192.168.124.15,device_9,success
127,2024-01-15 21:46:01,192.168.161.65,device_23,success
56,2024-01-11 16:54:33,192.168.226.167,device_10,success
14,2024-01-18 20:24:03,192.168.247.155,device_19,success
28,2024-01-07 22:15:08,192.168.46.166,device_47,success
78,2024-01-01 01:37:34,192.168.197.200,device_5,success
130,2024-02-27 07:40:51,192.168.147.123,device_47,success
109,2024-01-02 06:18:52,192.168.0.199,device_23,success
154,2024-02-16 21:20:27,192.168.246.86,device_30,success
14,2024-01-07 05:47:19,192.168.127.190,device_25,success
187,2024-02-24 09:17:14,192.168.66.3,device_28,success
56,2024-02-02 07:54:52,192.168.185.152,device_34,success
115,2024-01-21 11:55:51,192.168.46.37,device_45,success
7,2024-02-04 07:41:49,192.168.142.190,device_48,success
3,2024-01-30 06:07:51,192.168.20.226,device_47,success
111,2024-02-13 09:33:43,192.168.56.116,device_25,success
151,2024-01-12 15:35:13,192.168.180.45,device_10,success
107,2024-02-08 02:19:24,192.168.243.141,device_14,success
18,2024-01-22 20:18:34,192.168.227.203,device_42,success
38,2024-01-14 23:46:47,192.168.144.38,device_46,fail
115,2024-02-16 09:23:32,192.168.136.98,device_30,success
15,2024-02-10 02:26:52,192.168.251.76,device_41,success
192,2024-02-01 04:11:27,192.168.206.209,device_25,success
119,2024-02-11 13:10:31,192.168.114.224,device_14,success
28,2024-01-15 09:22:58,192.168.133.250,device_35,success
39,2024-02-12 22:39:19,192.168.218.150,device_48,success
185,2024-01-07 21:16:58,192.168.186.90,device_34,success
17,2024-02-16 02:40:09,192.168.97.119,device_10,success
86,2024-01-05 09:26:15,192.168.45.37,device_35,success
126,2024-02-23 06:56:28,192.168.141.99,device_11,success
44,2024-02-21 13:37:48,192.168.244.71,device_11,success
25,2024-01-22 12:54:43,192.168.189.34,device_21,success
145,2024-02-03 10:07:34,192.168.146.29,device_21,success
13,2024-02-28 00:18:55,192.168.254.77,device_22,success
25,2024-02-15 14:39:01,192.168.250.83,device_45,success
68,2024-01-07 14:32:16,192.168.112.24,device_7,success
138,2024-01-21 05:41:50,192.168.167.87,device_17,success
67,2024-02-28 02:58:48,5.23.45.1,device_2,success
109,2024-01-20 15:13:30,192.168.101.214,device_12,success
146,2024-01-23 12:25:21,192.168.149.175,device_42,success
111,2024-01-24 19:57:15,192.168.248.82,device_18,success
111,2024-02-19 20:57:40,192.168.109.178,device_11,success
34,2024-02-21 19:04:26,192.168.130.169,device_16,success
111,2024-01-11 15:23:28,192.168.18.200,device_49,success
8,2024-01-26 08:18:29,192.168.27.211,device_18,success
168,2024-02-02 23:27:14,192.168.172.70,device_35,success
113,2024-01-31 00:05:13,192.168.205.62,device_26,success
83,2024-01-29 21:01:26,192.168.72.250,device_16,success
42,2024-01-31 12:05:38,192.168.123.118,device_6,success
169,2024-01-27 04:06:41,192.168.120.251,device_44,success
101,2024-02-20 05:57:57,192.168.18.174,device_43,success
6,2024-01-04 23:16:17,192.168.243.141,device_47,success
180,2024-02-07 23:15:06,192.168.119.165,device_47,success
26,2024-02-02 14:26:52,192.168.180.60,device_48,success
64,2024-02-12 20:17:31,192.168.163.167,device_42,success
187,2024-02-09 01:49:02,192.168.208.29,device_12,success
184,2024-02-18 07:16:51,192.168.8.63,device_13,success
59,2024-01-30 00:21:16,192.168.160.119,device_4,success
109,2024-01-06 15:39:24,192.168.51.88,device_39,success
198,2024-02-02 01:09:18,192.168.141.202,device_2,success
121,2024-01-24 22:19:06,192.168.52.226,device_26,fail
33,2024-02-16 23:22:07,192.168.232.186,device_27,success
181,2024-01-31 20:40:45,192.168.77.221,device_27,success
150,2024-02-12 11:56:27,192.168.40.195,device_15,success
21,2024-01-17 02:06:57,192.168.250.67,device_8,success
198,2024-01-03 22:24:31,192.168.219.7,device_7,success
70,2024-02-12 17:56:15,192.168.1.104,device_47,success
112,2024-01-15 02:07:58,192.168.124.109,device_46,success
4,2024-02-16 02:31:34,192.168.85.168,device_40,success
94,2024-01-09 21:03:19,192.168.119.126,device_12,fail
75,2024-02-25 05:55:42,192.168.254.182,device_13,success
190,2024-01-20 21:24:52,192.168.15.220,device_43,success
62,2024-01-09 02:35:28,192.168.61.112,device_17,fail
94,2024-02-18 23:26:22,192.168.175.157,device_17,success
95,2024-02-27 16:36:11,192.168.11.34,device_36,success
152,2024-01-02 08:40:31,192.168.10.63,device_21,success
55,2024-01-03 21:30:08,192.168.237.49,device_8,success
137,2024-02-05 21:15:30,192.168.212.254,device_5,fail
131,2024-01-22 18:02:41,192.168.148.68,device_26,fail
31,2024-02-14 03:55:37,192.168.47.19,device_16,success
40,2024-02-26 15:14:41,192.168.100.194,device_36,success
36,2024-01-31 16:47:23,192.168.171.160,device_28,success
152,2024-02-23 15:19:30,192.168.244.252,device_29,success
6,2024-01-17 14:35:59,192.168.200.188,device_47,success
66,2024-02-25 16:40:06,192.168.136.67,device_12,success
75,2024-02-10 13:20:58,192.168.34.208,device_37,fail
4,2024-01-07 16:14:05,192.168.225.215,device_30,fail
79,2024-02-06 02:50:44,192.168.223.64,device_23,success
134,2024-02-28 16:59:29,192.168.7.44,device_16,success
118,2024-02-16 14:37:03,192.168.86.174,device_14,success
113,2024-02-03 12:23:41,192.168.167.75,device_10,success
94,2024-02-11 03:14:58,5.23.45.1,device_7,success
179,2024-01-05 03:20:35,192.168.173.46,device_45,success
62,2024-01-18 21:38:31,192.168.14.104,device_37,success
185,2024-02-08 15:10:21,192.168.146.25,device_29,success
194,2024-01-12 06:33:44,192.168.51.92,device_3,success
79,2024-02-22 01:51:56,192.168.149.231,device_15,fail
136,2024-01-19 06:38:55,192.168.20.50,device_36,success
26,2024-01-11 08:36:57,192.168.37.19,device_47,success
179,2024-02-25 12:01:05,192.168.248.156,device_46,success
173,2024-01-26 00:29:50,192.168.178.131,device_19,success
44,2024-01-07 21:35:54,192.168.54.198,device_13,fail
133,2024-01-23 15:58:51,192.168.91.27,device_42,success
70,2024-01-20 21:51:15,192.168.3.149,device_21,success
154,2024-01-17 17:53:29,192.168.75.172,device_37,success
118,2024-01-09 06:27:47,192.168.66.85,device_27,success
68,2024-02-04 05:44:47,192.168.235.193,device_29,success
19,2024-02-21 15:12:56,192.168.215.161,device_20,success
20,2024-02-20 20:41:31,192.168.90.182,device_25,success
113,2024-01-15 00:44:36,192.168.104.0,device_6,success
140,2024-02-01 06:21:19,192.168.71.86,device_36,success
47,2024-01-31 08:25:39,192.168.165.5,device_2,success
1,2024-01-26 11:03:59,192.168.213.152,device_22,success
90,2024-01-22 17:46:05,192.168.209.144,device_32,success
142,2024-01-23 19:08:19,192.168.60.11,device_16,success
64,2024-02-17 19:23:56,192.168.5.217,device_18,success
38,2024-01-18 03:13:51,192.168.26.135,device_5,success
37,2024-01-05 10:53:54,192.168.210.123,device_36,success
126,2024-02-25 13:00:00,192.168.105.192,device_30,success
139,2024-02-08 19:10:16,192.168.184.92,device_45,success
100,2024-02-10 10:18:22,192.168.108.240,device_19,success
77,2024-01-11 10:30:47,192.168.98.167,device_23,success
3,2024-01-21 14:13:12,192.168.141.34,device_34,success
161,2024-02-20 21:25:35,192.168.175.236,device_13,success
134,2024-01-23 21:33:50,192.168.83.55,device_43,success
178,2024-02-18 16:07:07,192.168.176.140,device_29,success
10,2024-01-18 18:15:18,192.168.188.229,device_36,success
5,2024-01-02 22:44:51,192.168.48.45,device_22,success
151,2024-02-11 23:39:52,192.168.112.189,device_47,success
138,2024-02-28 20:49:50,192.168.135.42,device_36,fail
172,2024-02-20 15:37:04,192.168.147.123,device_9,success
130,2024-01-27 07:39:31,192.168.96.89,device_39,success
13,2024-02-18 02:46:03,192.168.38.84,device_19,success
168,2024-01-11 10:08:51,192.168.244.176,device_38,success
130,2024-01-01 10:38:51,192.168.191.61,device_6,success
84,2024-01-05 09:16:45,192.168.105.106,device_47,success
65,2024-02-14 09:48:49,192.168.53.125,device_15,success
63,2024-01-28 18:39:00,192.168.232.8,device_20,success
101,2024-02-29 14:09:43,192.168.87.36,device_9,success
73,2024-01-03 19:02:34,192.168.48.40,device_32,success
17,2024-02-14 17:25:04,192.168.16.87,device_4,success
9,2024-01-19 07:49:26,192.168.20.50,device_18,success
143,2024-02-14 05:44:53,192.168.58.166,device_5,success
152,2024-01-24 12:28:02,192.168.182.40,device_20,success
38,2024-02-18 15:26:52,192.168.38.140,device_23,success
163,2024-01-30 20:15:54,192.168.191.10,device_11,success
94,2024-01-06 17:17:59,192.168.237.146,device_37,success
95,2024-02-02 15:52:49,192.168.138.76,device_22,success
49,2024-01-14 12:21:48,192.168.126.45,device_4,success
69,2024-01-15 15:05:40,192.168.44.0,device_29,success
62,2024-01-03 00:45:38,192.168.167.107,device_44,success
188,2024-01-11 15:33:44,192.168.18.75,device_34,success
178,2024-02-19 13:18:21,192.168.71.199,device_13,success
78,2024-02-12 14:26:09,192.168.188.244,device_42,success
117,2024-01-23 22:51:01,192.168.108.11,device_9,success
120,2024-02-19 05:34:35,192.168.188.239,device_42,success
137,2024-02-03 13:14:19,192.168.160.44,device_31,success
162,2024-02-21 05:06:58,192.168.89.102,device_7,success
76,2024-01-12 07:21:18,192.168.219.249,device_4,success
35,2024-01-08 03:01:52,192.168.196.7,device_19,success
1,2024-02-15 19:06:50,192.168.152.90,device_42,success
40,2024-01-10 03:44:10,192.168.173.86,device_30,success
64,2024-01-05 09:33:04,192.168.157.236,device_31,success
150,2024-01-25 20:05:35,192.168.174.214,device_35,success
60,2024-01-30 19:17:23,192.168.176.174,device_21,success
64,2024-01-26 23:27:56,192.168.83.81,device_31,success
93,2024-01-24 00:32:20,192.168.145.193,device_19,fail
72,2024-02-02 14:15:10,192.168.67.221,device_31,success
11,2024-01-19 22:58:06,192.168.160.126,device_32,success
105,2024-02-10 18:47:36,192.168.163.81,device_2,success
14,2024-01-05 10:20:25,192.168.228.146,device_10,success
60,2024-01-24 15:01:41,192.168.238.155,device_2,success
30,2024-02-27 22:17:47,192.168.167.83,device_2,success
35,2024-01-30 20:52:55,192.168.112.224,device_24,success
165,2024-02-17 07:30:04,192.168.75.121,device_17,success
5,2024-02-11 13:16:24,192.168.242.142,device_32,success
83,2024-02-25 01:20:13,192.168.40.166,device_16,success
123,2024-01-10 02:08:05,192.168.1.190,device_16,success
78,2024-02-07 02:33:46,192.168.28.104,device_46,success
154,2024-01-09 09:49:49,192.168.201.193,device_39,success
62,2024-01-29 23:51:35,192.168.50.74,device_31,success
132,2024-02-16 19:36:43,192.168.204.9,device_43,success
89,2024-02-20 08:15:14,192.168.141.209,device_24,fail
42,2024-01-07 17:56:12,192.168.50.117,device_1,success
89,2024-01-10 17:19:01,192.168.200.120,device_11,success
146,2024-02-10 23:35:35,192.168.38.27,device_21,success
40,2024-01-13 11:20:58,192.168.2.83,device_4,success
72,2024-01-19 12:12:58,192.168.197.154,device_7,success
39,2024-01-28 04:35:04,192.168.116.1,device_26,success
104,2024-02-25 07:23:47,192.168.92.165,device_47,success
14,2024-02-27 16:55:58,192.168.130.143,device_12,fail
32,2024-02-09 14:09:55,192.168.93.39,device_31,success
179,2024-01-16 03:17:14,192.168.1.80,device_17,success
125,2024-02-14 01:49:34,192.168.168.253,device_33,success
166,2024-01-31 09:52:24,192.168.11.162,device_11,success
97,2024-01-19 15:15:20,192.168.234.64,device_28,fail
23,2024-01-29 11:11:05,192.168.54.44,device_32,success
63,2024-02-10 15:13:20,192.168.206.217,device_1,success
143,2024-02-14 13:30:52,192.168.100.212,device_47,success
153,2024-02-16 20:06:48,192.168.61.48,device_28,success
145,2024-01-31 02:58:46,192.168.126.222,device_42,success
194,2024-02-28 07:11:55,192.168.152.22,device_7,success
53,2024-01-26 19:53:42,192.168.151.248,device_2,success
104,2024-01-30 23:14:36,192.168.37.27,device_42,success
104,2024-01-16 17:19:53,192.168.20.181,device_24,success
179,2024-01-09 20:07:01,192.168.106.145,device_4,success
39,2024-01-23 21:49:00,192.168.163.98,device_44,fail
179,2024-01-15 11:26:13,192.168.172.118,device_19,success
198,2024-02-22 21:51:36,192.168.72.180,device_26,success
134,2024-01-04 13:49:40,192.168.229.121,device_11,success
67,2024-01-02 05:35:20,192.168.29.187,device_40,success
135,2024-02-06 12:22:00,192.168.107.97,device_43,success
179,2024-01-13 04:20:41,192.168.31.194,device_11,fail
200,2024-02-18 13:51:59,192.168.194.155,device_45,success
42,2024-01-19 07:55:19,192.168.171.78,device_3,success
192,2024-01-22 10:48:55,192.168.40.62,device_12,success
15,2024-02-27 01:41:02,192.168.22.103,device_3,success
111,2024-02-27 12:37:20,192.168.74.47,device_42,fail
157,2024-01-09 23:17:57,192.168.159.249,device_27,success
33,2024-02-20 02:04:39,192.168.250.56,device_49,fail
155,2024-01-07 12:27:42,192.168.117.99,device_2,success
164,2024-01-03 11:03:38,192.168.123.160,device_49,fail
157,2024-02-12 22:55:16,192.168.151.166,device_16,success
38,2024-02-29 21:31:15,192.168.33.183,device_2,success
185,2024-02-02 12:55:53,192.168.155.164,device_30,success
97,2024-01-08 09:21:08,192.168.6.195,device_20,success
155,2024-01-21 17:00:58,192.168.164.55,device_38,success
